Manufacturer,Model,Vehicle_Type,Fuel_Type,Transmission,Region,Year,Engine_Size,Horsepower,MPG,Price,Mileage,Age,Sales
Hyundai,Santa Fe,Sedan,Diesel,Automatic,West,2018,3.9,112,46.4,52975.0,88440,6,10621.0
Honda,HR-V,Hatchback,Diesel,Automatic,West,2017,4.8,460,19.9,63124.0,81563,7,18752.0
Mercedes-Benz,GLC,Sedan,Hybrid,Manual,West,2022,2.6,388,18.3,56893.0,9499,2,31116.0
Ford,Mustang,Sedan,Gasoline,Manual,West,2016,3.4,163,31.1,42104.0,9053,8,15764.0
Volkswagen,Atlas,Sedan,Hybrid,CVT,North,2019,5.6,438,50.5,33979.0,89738,5,31437.0
BMW,X3,Coupe,Gasoline,Manual,East,2019,3.4,204,49.2,58727.0,47388,5,24715.0
Hyundai,Elantra,Coupe,Diesel,CVT,East,2015,6.0,338,37.4,67449.0,47857,9,20408.0
Volkswagen,Golf,Sedan,Diesel,Automatic,Central,2021,1.8,133,50.6,17908.0,86731,3,15714.0
Toyota,Corolla,Sedan,Gasoline,Automatic,North,2018,4.5,423,47.2,39694.0,64199,6,33670.0
BMW,X3,Truck,Diesel,CVT,South,2016,4.3,138,26.1,37797.0,119864,8,3685.0
Ford,Explorer,Sedan,Gasoline,Automatic,West,2022,5.4,324,21.8,51366.0,120827,2,16246.0
Chevrolet,Camaro,Sedan,Diesel,Automatic,Central,2018,1.5,228,27.0,22405.0,148770,6,5645.0
Honda,HR-V,Sedan,Hybrid,Automatic,South,2015,2.4,232,24.1,75672.0,40739,9,19798.0
Kia,Sorento,Sedan,Gasoline,Manual,East,2022,1.7,139,39.9,50653.0,87372,2,15464.0
Ford,Focus,Sedan,Electric,Automatic,South,2021,5.7,418,38.4,75044.0,98023,3,26489.0
Honda,Accord,Sedan,Gasoline,Manual,West,2017,3.1,484,38.9,68101.0,128257,7,27716.0
Volkswagen,Golf,SUV,Electric,Automatic,West,2017,5.6,320,22.6,27457.0,76571,7,26989.0
Kia,Rio,Coupe,Gasoline,Automatic,East,2021,2.5,193,46.7,23602.0,86497,3,15822.0
Audi,Q7,Sedan,Electric,CVT,West,2016,1.6,198,32.3,70981.0,115013,8,18066.0
Mercedes-Benz,GLE,Truck,Gasoline,Automatic,North,2019,2.5,159,33.9,49847.0,89150,5,15708.0
Toyota,Camry,Sedan,Gasoline,Automatic,Central,2021,4.0,228,54.9,16283.0,61670,3,21515.0
BMW,3 Series,Truck,Electric,Automatic,East,2020,5.2,231,26.3,75725.0,77657,4,19016.0
Ford,Explorer,Sedan,Gasoline,Automatic,East,2021,2.9,492,30.8,45747.0,85155,3,31790.0
Toyota,RAV4,Truck,Gasoline,Automatic,South,2016,5.6,400,42.1,34561.0,140647,8,22027.0
Chevrolet,Camaro,Sedan,Hybrid,Automatic,East,2021,2.2,168,50.2,48579.0,77009,3,18677.0
Honda,Fit,Coupe,Diesel,CVT,Central,2016,4.5,113,20.1,68490.0,139818,8,100.0
Honda,Accord,Sedan,Diesel,Automatic,North,2021,4.7,250,44.4,22169.0,27046,3,17172.0
Ford,Escape,SUV,Gasoline,Automatic,South,2022,2.4,273,51.7,38331.0,109700,2,24242.0
Hyundai,Elantra,Hatchback,Hybrid,Automatic,Central,2022,1.1,444,31.9,35726.0,146137,2,24449.0
Hyundai,Tucson,SUV,Gasoline,Automatic,East,2019,2.8,391,26.5,69577.0,21169,5,28434.0
Audi,A4,SUV,Electric,Automatic,West,2021,1.2,295,42.1,65600.0,54031,3,33660.0
Mercedes-Benz,C-Class,Hatchback,Hybrid,Manual,West,2022,5.5,131,24.8,41007.0,1587,2,19519.0
Kia,Sportage,Sedan,Hybrid,CVT,Central,2018,5.8,172,30.4,58192.0,79430,6,14471.0
Chevrolet,Equinox,Sedan,Gasoline,Automatic,North,2016,4.7,293,50.9,40639.0,1112,8,28320.0
Toyota,RAV4,Hatchback,Hybrid,Manual,West,2021,4.6,149,38.6,52135.0,33842,3,20943.0
Hyundai,Santa Fe,Sedan,Diesel,Automatic,Central,2015,2.2,156,18.8,79429.0,21151,9,8760.0
Audi,Q7,Coupe,Hybrid,Manual,South,2016,1.4,216,28.2,49812.0,139743,8,10023.0
Audi,Q7,Sedan,Gasoline,Automatic,East,2021,5.0,291,40.1,79257.0,60548,3,22449.0
Ford,Mustang,Truck,Hybrid,Automatic,North,2015,3.8,316,34.3,63568.0,101622,9,26216.0
Chevrolet,Equinox,SUV,Diesel,Automatic,North,2021,4.4,210,41.4,22847.0,149899,3,12625.0
Volkswagen,Passat,Hatchback,Gasoline,Automatic,South,2019,4.9,188,45.5,66738.0,86174,5,17230.0
Kia,Rio,SUV,Gasoline,Manual,North,2017,3.0,459,34.2,25484.0,84432,7,26454.0
Mercedes-Benz,C-Class,Sedan,Gasoline,Automatic,Central,2016,1.7,409,54.5,49601.0,140437,8,28961.0
BMW,X5,SUV,Gasoline,Automatic,North,2021,5.0,408,51.6,54861.0,88634,3,33593.0
Ford,Focus,Sedan,Gasoline,CVT,North,2023,3.3,256,17.4,72995.0,109557,1,10266.0
Kia,Forte,Truck,Gasoline,Automatic,North,2023,5.1,168,25.7,28678.0,46577,1,18672.0
BMW,X3,Coupe,Diesel,Manual,Central,2022,3.2,369,27.0,71936.0,83816,2,14181.0
BMW,X3,SUV,Diesel,Automatic,East,2016,2.1,324,22.4,75742.0,130044,8,11610.0
Chevrolet,Equinox,Truck,Gasoline,Automatic,West,2015,1.9,104,27.5,20817.0,81200,9,12215.0
Chevrolet,Camaro,Sedan,Hybrid,Automatic,North,2022,4.7,342,32.0,72544.0,95543,2,24764.0
Toyota,Corolla,SUV,Electric,Automatic,South,2016,3.9,217,17.1,31847.0,138474,8,8991.0
Audi,Q5,SUV,Gasoline,Automatic,South,2018,3.0,271,20.1,20265.0,30533,6,18261.0
Kia,Forte,SUV,Gasoline,Manual,Central,2018,3.5,242,18.8,77307.0,1355,6,16696.0
Ford,Escape,Sedan,Diesel,Manual,East,2016,3.7,422,16.9,40493.0,34266,8,23661.0
Honda,HR-V,Truck,Hybrid,Manual,North,2018,2.2,356,34.3,55494.0,58372,6,28706.0
Ford,Focus,Sedan,Hybrid,CVT,Central,2021,2.9,464,28.4,50937.0,131587,3,24657.0
Toyota,Camry,Truck,Diesel,CVT,West,2020,2.5,417,52.4,28857.0,39566,4,33223.0
Mercedes-Benz,GLC,Sedan,Gasoline,Automatic,East,2020,2.9,177,19.1,58522.0,65526,4,10758.0
Audi,Q7,Coupe,Hybrid,Manual,East,2018,3.5,156,52.0,17997.0,67207,6,17535.0
Honda,HR-V,Sedan,Gasoline,Automatic,Central,2016,1.9,119,18.5,28201.0,32527,8,9345.0
Hyundai,Accent,SUV,Gasoline,Manual,South,2019,3.0,113,39.8,76403.0,145343,5,12803.0
Mercedes-Benz,E-Class,Sedan,Gasoline,Manual,East,2017,2.9,305,24.9,76978.0,38167,7,15572.0
Chevrolet,Malibu,Truck,Gasoline,Automatic,South,2017,2.4,336,48.1,46373.0,68578,7,30946.0
BMW,5 Series,Sedan,Diesel,Automatic,East,2018,6.0,280,17.5,25990.0,15670,6,16397.0
Hyundai,Tucson,Truck,Hybrid,CVT,East,2019,1.4,390,53.1,42405.0,693,5,42330.0
Ford,Focus,Sedan,Electric,Automatic,East,2016,4.2,288,16.9,72010.0,111940,8,15039.0
Ford,Mustang,Truck,Gasoline,Automatic,West,2020,1.9,246,24.6,19568.0,6861,4,20895.0
Chevrolet,Equinox,Sedan,Electric,Automatic,South,2020,5.2,439,33.6,23311.0,138730,4,29678.0
Toyota,Highlander,Sedan,Hybrid,Automatic,West,2022,5.6,141,45.2,73217.0,24379,2,22101.0
Kia,Sportage,SUV,Gasoline,Automatic,South,2016,3.0,453,53.0,42000.0,123038,8,34587.0
Hyundai,Sonata,Sedan,Hybrid,Automatic,West,2022,5.1,100,32.1,20425.0,80332,2,14501.0
Hyundai,Sonata,Sedan,Hybrid,Automatic,West,2022,2.2,423,45.3,24049.0,23551,2,37091.0
Volkswagen,Atlas,Hatchback,Gasoline,CVT,West,2018,1.7,203,44.1,72359.0,106739,6,19361.0
Mercedes-Benz,E-Class,Hatchback,Hybrid,Automatic,Central,2021,2.6,354,37.8,46857.0,54607,3,27139.0
Audi,TT,Truck,Hybrid,Automatic,West,2021,2.7,308,42.6,25595.0,62656,3,32859.0
Mercedes-Benz,S-Class,Sedan,Hybrid,Automatic,East,2015,3.0,317,16.5,73114.0,72847,9,20629.0
Kia,Sorento,Sedan,Hybrid,Automatic,North,2015,2.9,177,32.7,69943.0,101253,9,10181.0
Ford,Explorer,SUV,Gasoline,CVT,West,2022,3.1,150,46.4,16497.0,139554,2,13417.0
Ford,Focus,Sedan,Hybrid,Manual,North,2015,4.6,387,34.0,52764.0,62962,9,26273.0
Ford,Mustang,Hatchback,Hybrid,Automatic,North,2017,2.2,199,49.9,30882.0,87316,7,20039.0
Volkswagen,Jetta,Sedan,Gasoline,Automatic,East,2020,1.1,311,48.3,49654.0,83334,4,25193.0
Ford,F-150,Hatchback,Gasoline,Manual,North,2022,3.4,336,49.5,33152.0,122781,2,18611.0
Kia,Optima,SUV,Hybrid,Automatic,North,2019,3.2,394,20.2,35532.0,143637,5,19931.0
Chevrolet,Equinox,Truck,Gasoline,Automatic,North,2019,1.3,497,24.8,54120.0,55362,5,31218.0
Audi,A4,Sedan,Hybrid,Automatic,South,2018,1.7,256,16.2,50026.0,93892,6,14980.0
Kia,Rio,Coupe,Electric,CVT,West,2018,3.5,397,54.3,40688.0,113722,6,30981.0
Audi,A6,Sedan,Gasoline,Automatic,West,2021,2.2,113,24.4,21992.0,139656,3,1311.0
Kia,Sorento,Truck,Gasoline,Automatic,North,2020,5.4,215,29.7,78013.0,92668,4,13990.0
Ford,Focus,Coupe,Gasoline,Automatic,East,2022,1.9,238,26.0,26349.0,15683,2,19739.0
Chevrolet,Camaro,Sedan,Diesel,Automatic,South,2020,1.1,174,16.6,56153.0,43441,4,6207.0
Hyundai,Sonata,SUV,Electric,Automatic,East,2021,3.2,402,25.5,20378.0,10735,3,35388.0
Mercedes-Benz,GLE,SUV,Diesel,Automatic,East,2019,5.9,459,18.9,59740.0,32454,5,26871.0
BMW,5 Series,Sedan,Gasoline,CVT,North,2020,4.2,123,30.8,21165.0,101501,4,4100.0
Chevrolet,Equinox,SUV,Diesel,Automatic,Central,2015,2.8,276,53.7,29918.0,61695,9,21461.0
Hyundai,Santa Fe,Sedan,Hybrid,Automatic,North,2017,1.1,154,42.9,57054.0,127562,7,15791.0
Toyota,Camry,SUV,Gasoline,Automatic,Central,2022,3.4,312,43.3,33391.0,43629,2,29423.0
Kia,Sorento,Truck,Hybrid,Manual,South,2017,2.0,425,33.1,49635.0,148485,7,26771.0
Toyota,Prius,SUV,Gasoline,Automatic,Central,2015,4.2,433,47.5,23093.0,144935,9,25275.0
Hyundai,Tucson,Sedan,Hybrid,Automatic,North,2017,3.9,428,51.3,28156.0,66384,7,34222.0
Chevrolet,Tahoe,Coupe,Gasoline,Manual,North,2018,2.3,262,53.5,62695.0,52149,6,24721.0
Kia,Optima,Coupe,Gasoline,Automatic,East,2022,1.3,399,19.0,17284.0,44189,2,25466.0
BMW,5 Series,SUV,Hybrid,CVT,North,2023,4.8,263,50.2,22267.0,80799,1,28878.0
Ford,Focus,SUV,Diesel,Automatic,North,2018,3.9,188,24.0,28972.0,99526,6,7898.0
Kia,Sportage,SUV,Gasoline,Automatic,West,2021,5.2,114,30.9,16312.0,139003,3,9723.0
Kia,Sorento,Truck,Electric,Automatic,West,2015,2.3,400,28.8,21200.0,109518,9,22356.0
Chevrolet,Malibu,Truck,Hybrid,Automatic,East,2023,4.3,221,42.0,33290.0,31160,1,26232.0
Chevrolet,Malibu,Sedan,Gasoline,Manual,Central,2018,1.6,417,38.9,21040.0,19917,6,30236.0
Hyundai,Accent,Truck,Diesel,Automatic,Central,2023,2.5,447,19.4,71298.0,110766,1,20941.0
Honda,Accord,Sedan,Hybrid,Automatic,West,2017,4.3,277,46.3,19295.0,127359,7,22889.0
Kia,Optima,Sedan,Hybrid,CVT,South,2019,5.1,368,32.6,70964.0,130594,5,20178.0
Mercedes-Benz,GLC,Truck,Gasoline,Manual,West,2015,2.6,204,15.1,68486.0,14527,9,16447.0
Kia,Optima,SUV,Diesel,Automatic,South,2017,5.0,258,31.6,21550.0,33876,7,19963.0
Hyundai,Elantra,SUV,Diesel,Automatic,Central,2019,4.4,104,35.7,16637.0,35671,5,14684.0
Audi,Q5,SUV,Hybrid,Automatic,West,2020,2.7,438,17.8,18249.0,126564,4,25576.0
Toyota,Corolla,Hatchback,Gasoline,Manual,North,2022,5.4,491,21.0,53375.0,81211,2,24359.0
Ford,F-150,SUV,Hybrid,Manual,South,2015,3.5,240,54.7,58573.0,120860,9,23117.0
Honda,Fit,Truck,Gasoline,Automatic,South,2017,4.2,268,49.8,55342.0,126225,7,21465.0
BMW,5 Series,Sedan,Hybrid,Automatic,South,2015,3.5,116,20.3,50196.0,66607,9,9399.0
BMW,3 Series,Sedan,Electric,Automatic,Central,2019,3.3,131,38.2,26354.0,61706,5,20337.0
BMW,X5,Sedan,Gasoline,Automatic,East,2022,5.2,104,30.2,69662.0,129410,2,5005.0
Chevrolet,Tahoe,SUV,Gasoline,Manual,North,2018,2.5,481,36.7,36291.0,52369,6,33037.0
BMW,3 Series,Truck,Diesel,Automatic,West,2023,1.2,236,33.8,79102.0,123919,1,12708.0
Ford,Explorer,Sedan,Hybrid,Automatic,South,2020,5.4,206,16.9,40016.0,27944,4,19585.0
Toyota,RAV4,SUV,Gasoline,Automatic,Central,2020,5.1,261,27.6,32095.0,93610,4,16404.0
BMW,5 Series,Sedan,Hybrid,Automatic,South,2019,2.8,356,20.0,73126.0,104734,5,19144.0
Kia,Sorento,Sedan,Hybrid,Automatic,West,2019,1.9,267,34.6,51882.0,81388,5,24885.0
Kia,Sportage,Hatchback,Hybrid,CVT,North,2021,4.4,481,51.3,61920.0,68891,3,39297.0
Chevrolet,Malibu,SUV,Hybrid,Manual,South,2022,1.4,387,54.8,41546.0,87578,2,32711.0
Ford,Focus,Sedan,Gasoline,Automatic,Central,2021,3.1,481,52.8,72650.0,65032,3,36632.0
Toyota,Prius,Truck,Electric,Manual,Central,2015,1.4,454,54.4,74652.0,27045,9,45318.0
Honda,CR-V,Truck,Gasoline,Manual,East,2015,4.0,344,15.6,43390.0,25507,9,18992.0
Hyundai,Elantra,Truck,Gasoline,Automatic,Central,2020,1.1,212,44.2,30647.0,10458,4,27946.0
Toyota,Corolla,Sedan,Gasoline,Automatic,East,2017,4.1,277,25.9,57099.0,21166,7,19214.0
Hyundai,Tucson,SUV,Hybrid,Automatic,North,2023,4.4,289,49.6,77048.0,36977,1,34230.0
Audi,Q5,Sedan,Hybrid,Automatic,West,2021,3.4,110,47.5,55459.0,71385,3,17556.0
Hyundai,Accent,Coupe,Gasoline,Manual,East,2016,1.9,122,31.9,77024.0,60661,8,14657.0
Mercedes-Benz,C-Class,Truck,Hybrid,Automatic,South,2017,1.5,218,33.9,37348.0,47578,7,23127.0
Kia,Optima,SUV,Hybrid,CVT,South,2022,2.6,381,25.6,74480.0,18735,2,33732.0
Ford,Explorer,Sedan,Diesel,Manual,West,2015,3.3,418,26.6,22317.0,44346,9,24291.0
Volkswagen,Passat,Sedan,Hybrid,Automatic,Central,2019,4.2,168,54.2,38324.0,140363,5,13575.0
Chevrolet,Tahoe,Sedan,Gasoline,Manual,South,2015,1.0,445,50.6,47141.0,43310,9,33438.0
Mercedes-Benz,GLC,Hatchback,Gasoline,Automatic,East,2023,4.6,233,22.7,57452.0,27534,1,14791.0
Hyundai,Tucson,Sedan,Hybrid,Automatic,West,2021,4.6,352,26.0,34119.0,22126,3,28770.0
BMW,X5,Sedan,Gasoline,Manual,South,2019,3.2,150,19.3,75076.0,34415,5,10365.0
Ford,Mustang,Hatchback,Gasoline,Automatic,Central,2020,2.7,142,54.6,73727.0,117469,4,10698.0
Mercedes-Benz,GLC,SUV,Hybrid,Automatic,Central,2017,5.2,240,51.3,66957.0,106360,7,22919.0
Chevrolet,Equinox,Truck,Hybrid,Manual,South,2017,4.9,124,37.1,22434.0,32769,7,17989.0
Kia,Forte,Sedan,Diesel,CVT,West,2021,5.9,485,42.7,20089.0,89934,3,28498.0
Ford,Escape,SUV,Gasoline,Automatic,North,2021,2.9,369,44.9,47379.0,16060,3,33379.0
Chevrolet,Camaro,SUV,Gasoline,Automatic,South,2021,5.5,460,23.2,64747.0,119847,3,25368.0
Audi,A4,Truck,Hybrid,Automatic,Central,2016,1.4,203,52.4,23010.0,57002,8,23852.0
Audi,A6,Sedan,Gasoline,Manual,North,2016,3.1,394,36.1,56693.0,47815,8,24352.0
Chevrolet,Equinox,SUV,Gasoline,Automatic,West,2019,3.3,252,18.7,49311.0,14276,5,21994.0
Mercedes-Benz,GLE,Truck,Gasoline,CVT,Central,2018,3.2,403,30.9,62189.0,84024,6,24414.0
Ford,Mustang,SUV,Diesel,Manual,West,2021,4.1,470,39.1,43299.0,15871,3,38009.0
Mercedes-Benz,GLE,SUV,Gasoline,Manual,South,2017,1.9,404,29.1,60064.0,74185,7,25528.0
Honda,Civic,Sedan,Gasoline,CVT,West,2019,5.3,260,43.0,25375.0,135858,5,17381.0
Hyundai,Santa Fe,Sedan,Gasoline,CVT,Central,2016,3.8,382,50.3,28949.0,8732,8,26488.0
Honda,Fit,Truck,Gasoline,Automatic,South,2015,5.5,144,45.9,73717.0,11355,9,20736.0
Audi,Q5,Truck,Gasoline,Automatic,Central,2023,1.0,386,40.7,36409.0,149276,1,21981.0
Kia,Sportage,Hatchback,Diesel,Manual,Central,2018,4.1,418,35.5,79058.0,117074,6,19058.0
Toyota,Camry,Truck,Diesel,CVT,North,2022,3.1,467,25.2,18003.0,36210,2,29002.0
Hyundai,Tucson,SUV,Gasoline,Manual,East,2021,3.5,265,33.2,47232.0,60150,3,24204.0
Audi,Q7,Coupe,Gasoline,Automatic,West,2015,4.7,306,26.7,36124.0,127231,9,11724.0
Mercedes-Benz,C-Class,Sedan,Gasoline,Manual,West,2021,2.1,207,52.4,79738.0,61324,3,23307.0
Mercedes-Benz,S-Class,SUV,Gasoline,Automatic,North,2016,2.0,164,51.3,79352.0,65012,8,20214.0
Mercedes-Benz,C-Class,Sedan,Gasoline,CVT,West,2017,4.5,366,21.2,30291.0,106424,7,18024.0
Kia,Forte,Sedan,Gasoline,Automatic,North,2015,3.6,498,47.9,32372.0,56417,9,34882.0
Honda,Accord,Truck,Gasoline,CVT,West,2021,2.2,452,43.1,63729.0,13357,3,36304.0
Toyota,Corolla,SUV,Electric,Automatic,West,2017,3.4,284,54.0,72829.0,49105,7,36102.0
Mercedes-Benz,C-Class,SUV,Gasoline,CVT,Central,2020,3.3,467,33.5,58140.0,91194,4,29685.0
Volkswagen,Tiguan,SUV,Electric,Automatic,North,2021,4.5,323,43.9,71206.0,82295,3,31072.0
Hyundai,Sonata,SUV,Gasoline,Manual,West,2017,1.0,252,35.7,19114.0,103459,7,19732.0
Ford,Mustang,Sedan,Gasoline,CVT,East,2016,3.9,388,17.8,56634.0,49334,8,21420.0
Volkswagen,Atlas,Truck,Hybrid,Manual,North,2023,4.0,384,16.9,60511.0,125243,1,18534.0
Toyota,Corolla,SUV,Gasoline,Manual,North,2023,4.7,285,19.9,27371.0,63572,1,17548.0
Kia,Forte,Coupe,Gasoline,Automatic,North,2021,5.4,325,26.8,65568.0,58814,3,18968.0
Toyota,RAV4,Sedan,Electric,Automatic,Central,2019,3.2,299,25.4,76377.0,106065,5,18168.0
Ford,Focus,Sedan,Diesel,CVT,North,2018,2.7,110,44.1,73368.0,39984,6,11804.0
Hyundai,Sonata,SUV,Gasoline,Automatic,Central,2018,1.5,496,43.6,30923.0,117547,6,29194.0
Ford,Explorer,Coupe,Gasoline,Manual,East,2015,2.7,424,53.9,36060.0,5043,9,35975.0
Chevrolet,Malibu,SUV,Electric,Manual,South,2018,1.3,376,27.4,47475.0,113479,6,23251.0
Hyundai,Tucson,Truck,Hybrid,Automatic,Central,2021,5.0,102,52.5,25293.0,47960,3,21068.0
Toyota,Camry,Hatchback,Gasoline,Automatic,West,2019,5.0,449,39.5,77007.0,69933,5,32438.0
Mercedes-Benz,S-Class,Hatchback,Gasoline,Automatic,North,2023,3.1,377,34.8,25504.0,29621,1,27810.0
Toyota,RAV4,Truck,Hybrid,Automatic,South,2018,2.3,161,41.7,64492.0,144083,6,13724.0
Toyota,Highlander,Truck,Gasoline,CVT,Central,2017,1.6,104,43.1,37193.0,92810,7,11238.0
Hyundai,Sonata,Sedan,Gasoline,Manual,West,2020,5.3,108,21.9,52292.0,55911,4,13702.0
Chevrolet,Tahoe,Coupe,Hybrid,Automatic,South,2018,5.4,157,45.1,18066.0,66624,6,18080.0
Toyota,Camry,SUV,Gasoline,Automatic,East,2016,2.3,379,44.0,28326.0,34260,8,33781.0
Volkswagen,Jetta,Hatchback,Diesel,Manual,Central,2019,4.1,337,54.9,43885.0,113179,5,20067.0
Audi,Q7,Sedan,Hybrid,Automatic,Central,2018,2.3,416,51.5,59017.0,83273,6,32666.0
BMW,7 Series,SUV,Hybrid,Automatic,East,2019,2.1,226,42.4,65542.0,18440,5,26539.0
BMW,3 Series,SUV,Gasoline,Automatic,Central,2023,1.1,403,43.5,16959.0,80033,1,28848.0
Toyota,Camry,SUV,Gasoline,CVT,North,2018,3.9,336,52.8,24912.0,66178,6,29367.0
Volkswagen,Atlas,Sedan,Gasoline,Automatic,Central,2020,1.7,318,53.7,62436.0,146048,4,15408.0
Mercedes-Benz,C-Class,SUV,Gasoline,Automatic,North,2018,1.1,277,48.1,67849.0,37728,6,28788.0
Kia,Rio,Truck,Gasoline,CVT,Central,2015,1.5,417,45.7,30377.0,148369,9,22835.0
Kia,Rio,SUV,Gasoline,Automatic,West,2016,2.6,248,19.5,29927.0,3869,8,23380.0
Hyundai,Accent,Sedan,Gasoline,CVT,West,2020,4.3,137,48.2,20722.0,104544,4,13831.0
BMW,5 Series,Truck,Gasoline,Automatic,South,2022,2.0,217,25.1,24769.0,96149,2,11933.0
Toyota,Prius,Sedan,Gasoline,Automatic,West,2023,5.4,414,37.6,15521.0,81744,1,28343.0
Kia,Rio,Sedan,Diesel,Automatic,East,2018,2.4,196,31.2,53339.0,113129,6,8430.0
Toyota,Corolla,Truck,Diesel,Automatic,South,2020,2.7,116,28.8,73753.0,9097,4,14687.0
Hyundai,Tucson,Coupe,Gasoline,Automatic,West,2017,2.1,424,27.4,24722.0,33760,7,27704.0
BMW,3 Series,SUV,Hybrid,Automatic,North,2023,2.3,378,49.2,63844.0,4591,1,40069.0
Ford,Mustang,SUV,Hybrid,Automatic,Central,2022,1.4,458,45.8,52288.0,118246,2,31607.0
Audi,A4,Sedan,Gasoline,Automatic,West,2015,2.5,253,35.9,76095.0,74960,9,14659.0
Audi,Q7,SUV,Gasoline,Manual,North,2016,5.3,193,41.6,66878.0,55304,8,18095.0
Kia,Forte,Sedan,Diesel,Manual,South,2023,4.4,274,54.4,70427.0,99630,1,20523.0
Audi,A6,Hatchback,Gasoline,CVT,Central,2017,5.4,401,30.9,56544.0,46887,7,24465.0
Ford,F-150,Coupe,Gasoline,Automatic,West,2017,1.5,128,37.0,67737.0,27939,7,18099.0
Toyota,Camry,Truck,Electric,CVT,South,2023,3.3,133,36.3,37807.0,30049,1,27645.0
Hyundai,Elantra,SUV,Gasoline,Automatic,West,2017,2.1,109,52.4,28586.0,101024,7,16799.0
Ford,Explorer,Truck,Diesel,Automatic,South,2019,4.6,375,29.1,74314.0,92223,5,21715.0
Hyundai,Tucson,SUV,Gasoline,Automatic,West,2020,5.9,389,54.5,62732.0,83710,4,32574.0
Hyundai,Santa Fe,Sedan,Gasoline,Manual,North,2017,5.1,200,27.2,20896.0,49561,7,12296.0
BMW,5 Series,Sedan,Gasoline,CVT,East,2022,1.2,240,19.4,71349.0,83574,2,11897.0
Toyota,Camry,SUV,Diesel,Manual,North,2016,2.6,186,22.7,37679.0,121966,8,5445.0
Volkswagen,Jetta,Hatchback,Gasoline,Automatic,Central,2020,1.1,493,32.0,34388.0,97487,4,24340.0
Audi,A4,Sedan,Gasoline,Manual,West,2016,1.2,400,41.0,55515.0,5197,8,31582.0
Volkswagen,Jetta,Sedan,Electric,Automatic,East,2023,1.4,227,35.7,51959.0,112403,1,18043.0
BMW,X3,SUV,Gasoline,Automatic,East,2020,2.4,305,30.1,49987.0,38819,4,25092.0
Hyundai,Santa Fe,Coupe,Gasoline,Automatic,Central,2023,2.5,188,37.5,31567.0,137466,1,8794.0
Kia,Rio,Sedan,Gasoline,Automatic,Central,2018,3.0,181,48.6,77385.0,95685,6,12780.0
Audi,A6,Sedan,Diesel,Automatic,East,2017,3.0,311,48.6,76758.0,65276,7,24055.0
Audi,A4,SUV,Gasoline,Manual,Central,2016,4.9,218,44.0,15271.0,82860,8,19099.0
Toyota,Highlander,SUV,Gasoline,Automatic,Central,2022,1.7,447,53.1,36959.0,71651,2,34833.0
Chevrolet,Camaro,Sedan,Gasoline,Automatic,West,2018,1.8,235,38.6,17961.0,40495,6,21845.0
Honda,HR-V,Sedan,Gasoline,Automatic,North,2016,4.1,360,15.3,70266.0,56944,8,20339.0
Honda,CR-V,SUV,Diesel,CVT,South,2023,3.9,375,26.6,72624.0,113411,1,19219.0
Honda,Fit,SUV,Diesel,Automatic,East,2022,1.8,476,28.1,48689.0,64687,2,27387.0
Chevrolet,Tahoe,Hatchback,Gasoline,Automatic,South,2019,5.3,307,36.9,69579.0,72663,5,21882.0
Toyota,RAV4,Truck,Gasoline,Automatic,East,2022,2.6,413,51.2,60718.0,93595,2,33303.0
Chevrolet,Tahoe,Sedan,Gasoline,Manual,East,2019,2.8,342,48.5,47472.0,44445,5,29365.0
Honda,HR-V,SUV,Diesel,Automatic,North,2021,3.1,444,24.3,38648.0,104233,3,22138.0
BMW,7 Series,SUV,Gasoline,Automatic,East,2019,2.6,199,35.8,32305.0,68479,5,16759.0
Ford,Explorer,Sedan,Gasoline,Automatic,East,2019,3.8,214,41.4,31863.0,130047,5,11171.0
Hyundai,Elantra,Hatchback,Electric,Automatic,North,2018,2.9,429,54.5,51534.0,123736,6,31730.0
Chevrolet,Equinox,Coupe,Gasoline,Automatic,Central,2019,2.3,115,16.3,25843.0,68477,5,1365.0
Toyota,Prius,Sedan,Electric,Manual,South,2021,5.5,103,33.6,26361.0,145922,3,10718.0
Toyota,RAV4,Sedan,Gasoline,CVT,East,2017,2.5,365,54.5,15676.0,82368,7,25313.0
Volkswagen,Atlas,Sedan,Gasoline,CVT,North,2018,4.5,147,54.1,54866.0,80662,6,16601.0
Ford,Explorer,Sedan,Gasoline,Manual,East,2022,2.7,322,28.2,79632.0,125802,2,15397.0
Kia,Optima,SUV,Gasoline,Automatic,North,2020,3.2,303,15.0,72799.0,29444,4,21308.0
Audi,A6,SUV,Gasoline,Manual,South,2022,2.2,119,38.5,60870.0,83150,2,15980.0
Honda,Civic,Hatchback,Gasoline,Manual,West,2016,4.8,387,49.7,66059.0,27351,8,31322.0
Kia,Forte,Sedan,Electric,Manual,Central,2023,4.7,293,28.0,42095.0,39185,1,27336.0
Volkswagen,Passat,SUV,Gasoline,Automatic,West,2021,1.1,415,52.4,34375.0,134140,3,28178.0
Honda,Fit,Coupe,Diesel,Automatic,North,2019,1.3,110,28.3,38961.0,114048,5,3337.0
Ford,Mustang,SUV,Hybrid,CVT,East,2021,5.6,119,39.4,20292.0,136125,3,15119.0
Volkswagen,Atlas,Sedan,Hybrid,CVT,Central,2016,5.4,378,43.9,56197.0,66728,8,24893.0
Honda,Civic,Sedan,Hybrid,Automatic,South,2018,3.5,482,28.8,26366.0,24414,6,31763.0
